metric,model_a,mode_a,pooling_a,model_b,mode_b,pooling_b,5way_auc_a,5way_auc_b,diff,diff_ci_lo,diff_ci_hi,p_value
5way_auc,dinov3_vits16,logreg,cls,sam_vit_base,logreg,gap,0.8275,0.8605,-0.0330,-0.1154,0.0406,0.4000
5way_auc,dinov3_vit7b16,logreg,cls,dinov3_vits16,logreg,gap,0.8570,0.8280,0.0290,-0.0383,0.1037,0.4000
5way_auc,cinema_pretrained,logreg,cls,dinov3_vit7b16,ft-frozen,gap,0.8935,0.8477,0.0458,-0.0412,0.1169,0.4000
5way_auc,dinov3_vits16,ft-full,cls,sam_vit_base,ft-frozen,gap,0.8125,0.8605,-0.0480,-0.1355,0.0463,0.4000
5way_auc,dinov3_vitl16,ft-frozen,gap,sam_vit_huge,ft-frozen,gap,0.8540,0.8195,0.0345,-0.0313,0.1016,0.4000
5way_auc,dinov3_vit7b16,logreg,gap,dinov3_vitb16,logreg,cls,0.8675,0.9020,-0.0345,-0.0959,0.0414,0.4000
5way_auc,dinov3_vits16,logreg,cls,sam_vit_base,ft-frozen,gap,0.8275,0.8605,-0.0330,-0.1145,0.0402,0.4100
5way_auc,cinema_pretrained,ft-frozen,gap,dinov3_vitl16,logreg,cls,0.9000,0.8675,0.0325,-0.0461,0.1023,0.4100
5way_auc,dinov3_vit7b16,ft-frozen,gap,sam_vit_huge,ft-frozen,gap,0.8477,0.8195,0.0282,-0.0842,0.1167,0.4100
5way_auc,cinema_pretrained,ft-frozen,gap,cinema_pretrained,logreg,gap,0.9000,0.9055,-0.0055,-0.0212,0.0076,0.4100
5way_auc,dinov3_vitl16,logreg,cls,dinov3_vits16,ft-frozen,cls,0.8675,0.8420,0.0255,-0.0457,0.0913,0.4100
5way_auc,dinov3_vits16,ft-full,cls,sam_vit_base,logreg,gap,0.8125,0.8605,-0.0480,-0.1370,0.0451,0.4100
5way_auc,dinov3_vit7b16,logreg,cls,dinov3_vits16,ft-full,cls,0.8570,0.8125,0.0445,-0.0498,0.1380,0.4100
5way_auc,dinov3_vitb16,ft-full,gap,sam_vit_huge,ft-frozen,gap,0.7690,0.8195,-0.0505,-0.1598,0.0814,0.4100
5way_auc,dinov3_vitl16,logreg,gap,sam_vit_huge,ft-frozen,gap,0.8500,0.8195,0.0305,-0.0411,0.1026,0.4200
5way_auc,dinov3_vitl16,ft-frozen,gap,dinov3_vits16,ft-full,cls,0.8540,0.8125,0.0415,-0.0495,0.1268,0.4200
5way_auc,dinov3_vitl16,ft-frozen,cls,sam_vit_large,logreg,gap,0.8615,0.8255,0.0360,-0.0492,0.1188,0.4400
5way_auc,dinov3_vit7b16,logreg,cls,dinov3_vit7b16,logreg,gap,0.8570,0.8675,-0.0105,-0.0538,0.0281,0.4400
5way_auc,sam_vit_huge,ft-frozen,gap,sam_vit_large,ft-frozen,gap,0.8195,0.8405,-0.0210,-0.0725,0.0222,0.4400
5way_auc,cinema_pretrained,ft-full,cls,sam_vit_base,logreg,gap,0.8982,0.8605,0.0377,-0.0626,0.1309,0.4400
5way_auc,cinema_pretrained,ft-frozen,gap,dinov3_vit7b16,logreg,gap,0.9000,0.8675,0.0325,-0.0496,0.0989,0.4400
5way_auc,cinema_pretrained,ft-full,cls,dinov3_vitl16,ft-frozen,cls,0.8982,0.8615,0.0367,-0.0586,0.1317,0.4400
5way_auc,dinov3_vits16,logreg,gap,sam_vit_base,logreg,gap,0.8280,0.8605,-0.0325,-0.1156,0.0426,0.4500
5way_auc,cinema_pretrained,ft-frozen,cls,dinov3_vitb16,logreg,gap,0.8840,0.9105,-0.0265,-0.0864,0.0366,0.4500
5way_auc,dinov3_vit7b16,ft-frozen,cls,dinov3_vitl16,logreg,gap,0.8148,0.8500,-0.0352,-0.1039,0.0437,0.4500
5way_auc,cinema_pretrained,logreg,cls,sam_vit_base,ft-frozen,gap,0.8935,0.8605,0.0330,-0.0476,0.1268,0.4600
5way_auc,cinema_pretrained,ft-full,cls,sam_vit_base,ft-frozen,gap,0.8982,0.8605,0.0377,-0.0682,0.1275,0.4600
5way_auc,dinov3_vitl16,ft-frozen,gap,sam_vit_large,logreg,gap,0.8540,0.8255,0.0285,-0.0504,0.1126,0.4600
5way_auc,dinov3_vitb16,ft-full,gap,sam_vit_huge,logreg,gap,0.7690,0.8200,-0.0510,-0.1607,0.0835,0.4600
5way_auc,cinema_pretrained,ft-frozen,cls,dinov3_vitb16,ft-frozen,gap,0.8840,0.9080,-0.0240,-0.0815,0.0416,0.4600
5way_auc,dinov3_vit7b16,logreg,gap,dinov3_vits16,ft-frozen,cls,0.8675,0.8420,0.0255,-0.0354,0.1121,0.4700
5way_auc,dinov3_vitl16,ft-frozen,gap,dinov3_vits16,logreg,gap,0.8540,0.8280,0.0260,-0.0459,0.0967,0.4700
5way_auc,dinov3_vitl16,ft-frozen,cls,dinov3_vits16,ft-frozen,gap,0.8615,0.8360,0.0255,-0.0430,0.0924,0.4700
5way_auc,dinov3_vit7b16,logreg,cls,sam_vit_large,logreg,gap,0.8570,0.8255,0.0315,-0.0500,0.1093,0.4700
5way_auc,dinov3_vitl16,ft-frozen,gap,dinov3_vits16,logreg,cls,0.8540,0.8275,0.0265,-0.0402,0.1036,0.4700
5way_auc,dinov3_vit7b16,ft-frozen,gap,sam_vit_large,logreg,gap,0.8477,0.8255,0.0222,-0.0782,0.1156,0.4800
5way_auc,cinema_pretrained,ft-frozen,cls,dinov3_vit7b16,ft-frozen,gap,0.8840,0.8477,0.0363,-0.0592,0.1172,0.4800
5way_auc,cinema_pretrained,ft-frozen,cls,dinov3_vit7b16,logreg,cls,0.8840,0.8570,0.0270,-0.0473,0.1003,0.4800
5way_auc,cinema_pretrained,logreg,cls,dinov3_vitl16,logreg,cls,0.8935,0.8675,0.0260,-0.0509,0.1209,0.4900
5way_auc,sam_vit_huge,logreg,gap,sam_vit_large,ft-frozen,gap,0.8200,0.8405,-0.0205,-0.0741,0.0268,0.4900
5way_auc,dinov3_vits16,ft-frozen,gap,sam_vit_base,ft-frozen,gap,0.8360,0.8605,-0.0245,-0.1117,0.0487,0.4900
5way_auc,dinov3_vitl16,logreg,gap,dinov3_vits16,logreg,gap,0.8500,0.8280,0.0220,-0.0545,0.1000,0.4900
5way_auc,dinov3_vitl16,ft-frozen,gap,dinov3_vitl16,logreg,cls,0.8540,0.8675,-0.0135,-0.0525,0.0238,0.5000
5way_auc,dinov3_vit7b16,logreg,cls,dinov3_vits16,ft-frozen,gap,0.8570,0.8360,0.0210,-0.0416,0.0972,0.5000
5way_auc,cinema_pretrained,logreg,cls,sam_vit_base,logreg,gap,0.8935,0.8605,0.0330,-0.0546,0.1250,0.5000
5way_auc,dinov3_vit7b16,logreg,gap,dinov3_vitl16,ft-frozen,gap,0.8675,0.8540,0.0135,-0.0316,0.0711,0.5000
5way_auc,dinov3_vitl16,logreg,cls,sam_vit_large,ft-frozen,gap,0.8675,0.8405,0.0270,-0.0379,0.0966,0.5000
5way_auc,dinov3_vitl16,logreg,gap,dinov3_vits16,logreg,cls,0.8500,0.8275,0.0225,-0.0541,0.1048,0.5100
5way_auc,cinema_pretrained,ft-frozen,cls,dinov3_vitl16,ft-frozen,cls,0.8840,0.8615,0.0225,-0.0540,0.1028,0.5200
5way_auc,dinov3_vitb16,logreg,cls,dinov3_vitb16,logreg,gap,0.9020,0.9105,-0.0085,-0.0372,0.0171,0.5200
5way_auc,dinov3_vit7b16,ft-frozen,gap,dinov3_vits16,logreg,cls,0.8477,0.8275,0.0202,-0.0503,0.1222,0.5300
5way_auc,cinema_pretrained,ft-frozen,cls,dinov3_vitb16,ft-frozen,cls,0.8840,0.9090,-0.0250,-0.0869,0.0274,0.5300
5way_auc,dinov3_vitl16,ft-frozen,cls,dinov3_vits16,ft-frozen,cls,0.8615,0.8420,0.0195,-0.0518,0.0839,0.5400
5way_auc,dinov3_vits16,ft-frozen,gap,sam_vit_base,logreg,gap,0.8360,0.8605,-0.0245,-0.1135,0.0484,0.5400
5way_auc,dinov3_vit7b16,logreg,gap,dinov3_vitl16,logreg,gap,0.8675,0.8500,0.0175,-0.0361,0.0837,0.5400
5way_auc,cinema_pretrained,ft-frozen,cls,cinema_pretrained,ft-frozen,gap,0.8840,0.9000,-0.0160,-0.0541,0.0270,0.5500
5way_auc,cinema_pretrained,logreg,cls,dinov3_vit7b16,logreg,gap,0.8935,0.8675,0.0260,-0.0453,0.0971,0.5500
5way_auc,cinema_pretrained,ft-full,cls,dinov3_vitl16,logreg,cls,0.8982,0.8675,0.0307,-0.0704,0.1318,0.5500
5way_auc,dinov3_vitl16,logreg,gap,sam_vit_large,logreg,gap,0.8500,0.8255,0.0245,-0.0471,0.1083,0.5500
5way_auc,cinema_pretrained,ft-full,cls,dinov3_vit7b16,logreg,gap,0.8982,0.8675,0.0307,-0.0780,0.1215,0.5500
5way_auc,cinema_pretrained,logreg,cls,dinov3_vitb16,logreg,gap,0.8935,0.9105,-0.0170,-0.0782,0.0407,0.5600
5way_auc,dinov3_vitl16,ft-frozen,cls,dinov3_vitl16,ft-frozen,gap,0.8615,0.8540,0.0075,-0.0232,0.0398,0.5600
5way_auc,dinov3_vitl16,ft-frozen,cls,sam_vit_large,ft-frozen,gap,0.8615,0.8405,0.0210,-0.0645,0.1046,0.5600
5way_auc,dinov3_vit7b16,ft-frozen,gap,dinov3_vits16,logreg,gap,0.8477,0.8280,0.0197,-0.0469,0.1158,0.5700
5way_auc,dinov3_vit7b16,ft-frozen,cls,dinov3_vits16,ft-frozen,cls,0.8148,0.8420,-0.0272,-0.1020,0.0618,0.5800
5way_auc,dinov3_vitl16,ft-frozen,gap,dinov3_vits16,ft-frozen,gap,0.8540,0.8360,0.0180,-0.0476,0.0890,0.5900
5way_auc,dinov3_vitl16,ft-frozen,cls,dinov3_vitl16,logreg,gap,0.8615,0.8500,0.0115,-0.0318,0.0562,0.5900
5way_auc,cinema_pretrained,ft-frozen,cls,sam_vit_base,logreg,gap,0.8840,0.8605,0.0235,-0.0679,0.1139,0.6000
5way_auc,dinov3_vitb16,ft-frozen,gap,dinov3_vitb16,logreg,cls,0.9080,0.9020,0.0060,-0.0177,0.0364,0.6000
5way_auc,dinov3_vit7b16,logreg,cls,dinov3_vits16,ft-frozen,cls,0.8570,0.8420,0.0150,-0.0424,0.0920,0.6100
5way_auc,dinov3_vits16,ft-frozen,cls,sam_vit_base,logreg,gap,0.8420,0.8605,-0.0185,-0.1040,0.0569,0.6100
5way_auc,dinov3_vit7b16,logreg,cls,sam_vit_large,ft-frozen,gap,0.8570,0.8405,0.0165,-0.0603,0.0921,0.6200
5way_auc,cinema_pretrained,logreg,cls,cinema_pretrained,logreg,gap,0.8935,0.9055,-0.0120,-0.0507,0.0340,0.6200
5way_auc,cinema_pretrained,logreg,cls,dinov3_vitb16,ft-frozen,gap,0.8935,0.9080,-0.0145,-0.0753,0.0400,0.6200
5way_auc,dinov3_vit7b16,ft-frozen,cls,dinov3_vits16,ft-frozen,gap,0.8148,0.8360,-0.0212,-0.0909,0.0618,0.6200
5way_auc,dinov3_vitb16,ft-frozen,gap,dinov3_vitb16,logreg,gap,0.9080,0.9105,-0.0025,-0.0130,0.0085,0.6300
5way_auc,dinov3_vits16,ft-frozen,gap,dinov3_vits16,logreg,cls,0.8360,0.8275,0.0085,-0.0248,0.0448,0.6400
5way_auc,dinov3_vit7b16,ft-frozen,gap,sam_vit_large,ft-frozen,gap,0.8477,0.8405,0.0072,-0.0911,0.1025,0.6500
5way_auc,dinov3_vits16,ft-frozen,cls,sam_vit_base,ft-frozen,gap,0.8420,0.8605,-0.0185,-0.0968,0.0554,0.6600
5way_auc,dinov3_vits16,ft-frozen,cls,sam_vit_huge,ft-frozen,gap,0.8420,0.8195,0.0225,-0.0636,0.1099,0.6600
5way_auc,dinov3_vits16,ft-frozen,cls,sam_vit_huge,logreg,gap,0.8420,0.8200,0.0220,-0.0591,0.1077,0.6600
5way_auc,cinema_pretrained,ft-frozen,cls,sam_vit_base,ft-frozen,gap,0.8840,0.8605,0.0235,-0.0696,0.1175,0.6600
5way_auc,dinov3_vitl16,logreg,gap,dinov3_vits16,ft-frozen,gap,0.8500,0.8360,0.0140,-0.0586,0.0874,0.6700
5way_auc,dinov3_vit7b16,ft-frozen,gap,dinov3_vits16,ft-frozen,gap,0.8477,0.8360,0.0117,-0.0522,0.1055,0.6800
5way_auc,cinema_pretrained,logreg,cls,dinov3_vitb16,ft-frozen,cls,0.8935,0.9090,-0.0155,-0.0775,0.0396,0.6800
5way_auc,dinov3_vit7b16,ft-frozen,cls,sam_vit_large,ft-frozen,gap,0.8148,0.8405,-0.0257,-0.1176,0.0622,0.6800
5way_auc,dinov3_vit7b16,ft-frozen,gap,dinov3_vitl16,logreg,cls,0.8477,0.8675,-0.0198,-0.0866,0.0617,0.6800
5way_auc,cinema_pretrained,ft-frozen,cls,dinov3_vitl16,logreg,cls,0.8840,0.8675,0.0165,-0.0596,0.1085,0.6900
5way_auc,cinema_pretrained,ft-frozen,gap,dinov3_vitb16,logreg,gap,0.9000,0.9105,-0.0105,-0.0666,0.0479,0.6900
5way_auc,dinov3_vits16,ft-frozen,gap,dinov3_vits16,ft-full,cls,0.8360,0.8125,0.0235,-0.0860,0.1318,0.7000
5way_auc,dinov3_vitl16,ft-frozen,gap,dinov3_vits16,ft-frozen,cls,0.8540,0.8420,0.0120,-0.0548,0.0811,0.7000
5way_auc,dinov3_vit7b16,logreg,gap,sam_vit_base,logreg,gap,0.8675,0.8605,0.0070,-0.0701,0.0929,0.7000
5way_auc,cinema_pretrained,ft-full,gap,dinov3_vits16,ft-full,gap,0.6232,0.6385,-0.0153,-0.1206,0.0834,0.7000
5way_auc,dinov3_vit7b16,logreg,gap,sam_vit_base,ft-frozen,gap,0.8675,0.8605,0.0070,-0.0653,0.0823,0.7000
5way_auc,dinov3_vitl16,ft-frozen,cls,dinov3_vitl16,logreg,cls,0.8615,0.8675,-0.0060,-0.0404,0.0293,0.7000
5way_auc,dinov3_vitb16,ft-full,gap,sam_vit_base,ft-full,gap,0.7690,0.7580,0.0110,-0.1003,0.0986,0.7100
5way_auc,cinema_pretrained,ft-frozen,cls,dinov3_vitb16,logreg,cls,0.8840,0.9020,-0.0180,-0.0789,0.0416,0.7100
5way_auc,dinov3_vits16,ft-frozen,cls,dinov3_vits16,ft-full,cls,0.8420,0.8125,0.0295,-0.0807,0.1218,0.7200
5way_auc,dinov3_vitl16,ft-frozen,gap,sam_vit_large,ft-frozen,gap,0.8540,0.8405,0.0135,-0.0638,0.0894,0.7300
5way_auc,dinov3_vits16,ft-frozen,gap,sam_vit_huge,logreg,gap,0.8360,0.8200,0.0160,-0.0773,0.1028,0.7300
5way_auc,dinov3_vits16,ft-frozen,gap,sam_vit_huge,ft-frozen,gap,0.8360,0.8195,0.0165,-0.0749,0.0953,0.7400
5way_auc,dinov3_vits16,ft-frozen,cls,sam_vit_large,logreg,gap,0.8420,0.8255,0.0165,-0.0750,0.1151,0.7500
5way_auc,dinov3_vit7b16,logreg,gap,dinov3_vitl16,ft-frozen,cls,0.8675,0.8615,0.0060,-0.0427,0.0692,0.7600
5way_auc,cinema_pretrained,ft-frozen,cls,dinov3_vit7b16,logreg,gap,0.8840,0.8675,0.0165,-0.0521,0.0918,0.7600
5way_auc,cinema_pretrained,ft-full,cls,dinov3_vitb16,logreg,gap,0.8982,0.9105,-0.0123,-0.1031,0.0695,0.7600
5way_auc,dinov3_vit7b16,ft-frozen,gap,dinov3_vits16,ft-frozen,cls,0.8477,0.8420,0.0057,-0.0678,0.1079,0.7600
5way_auc,dinov3_vits16,ft-frozen,cls,dinov3_vits16,ft-frozen,gap,0.8420,0.8360,0.0060,-0.0308,0.0365,0.7700
5way_auc,dinov3_vits16,logreg,cls,sam_vit_large,ft-frozen,gap,0.8275,0.8405,-0.0130,-0.1068,0.0802,0.7700
5way_auc,cinema_pretrained,ft-frozen,gap,dinov3_vitb16,ft-frozen,gap,0.9000,0.9080,-0.0080,-0.0642,0.0540,0.7700
5way_auc,dinov3_vit7b16,ft-frozen,cls,dinov3_vits16,logreg,gap,0.8148,0.8280,-0.0132,-0.0848,0.0760,0.7700
5way_auc,cinema_pretrained,ft-frozen,gap,cinema_pretrained,logreg,cls,0.9000,0.8935,0.0065,-0.0378,0.0431,0.7700
5way_auc,dinov3_vit7b16,ft-frozen,gap,dinov3_vitl16,ft-frozen,cls,0.8477,0.8615,-0.0138,-0.0858,0.0619,0.7800
5way_auc,dinov3_vits16,logreg,gap,sam_vit_large,ft-frozen,gap,0.8280,0.8405,-0.0125,-0.0965,0.0701,0.7800
5way_auc,dinov3_vit7b16,logreg,cls,dinov3_vitl16,logreg,cls,0.8570,0.8675,-0.0105,-0.0713,0.0566,0.7800
5way_auc,dinov3_vitl16,logreg,gap,sam_vit_large,ft-frozen,gap,0.8500,0.8405,0.0095,-0.0604,0.0807,0.7800
5way_auc,dinov3_vits16,ft-full,cls,sam_vit_large,ft-frozen,gap,0.8125,0.8405,-0.0280,-0.1182,0.0749,0.7800
5way_auc,dinov3_vitl16,logreg,gap,sam_vit_base,logreg,gap,0.8500,0.8605,-0.0105,-0.0745,0.0645,0.7800
5way_auc,cinema_pretrained,ft-full,cls,dinov3_vitb16,ft-frozen,cls,0.8982,0.9090,-0.0108,-0.1041,0.0686,0.7800
5way_auc,dinov3_vitl16,logreg,gap,sam_vit_base,ft-frozen,gap,0.8500,0.8605,-0.0105,-0.0716,0.0708,0.7900
5way_auc,dinov3_vitl16,logreg,gap,dinov3_vits16,ft-frozen,cls,0.8500,0.8420,0.0080,-0.0660,0.0899,0.8000
5way_auc,cinema_pretrained,logreg,gap,dinov3_vitb16,logreg,cls,0.9055,0.9020,0.0035,-0.0516,0.0591,0.8100
5way_auc,cinema_pretrained,ft-frozen,cls,cinema_pretrained,ft-full,cls,0.8840,0.8982,-0.0142,-0.0974,0.0774,0.8200
5way_auc,dinov3_vitb16,ft-frozen,cls,dinov3_vitb16,logreg,gap,0.9090,0.9105,-0.0015,-0.0304,0.0259,0.8200
5way_auc,cinema_pretrained,ft-full,cls,cinema_pretrained,logreg,gap,0.8982,0.9055,-0.0073,-0.0924,0.0594,0.8200
5way_auc,dinov3_vitl16,logreg,cls,sam_vit_base,logreg,gap,0.8675,0.8605,0.0070,-0.0614,0.0740,0.8200
5way_auc,dinov3_vit7b16,logreg,cls,dinov3_vitl16,logreg,gap,0.8570,0.8500,0.0070,-0.0544,0.0747,0.8300
5way_auc,dinov3_vitl16,logreg,cls,sam_vit_base,ft-frozen,gap,0.8675,0.8605,0.0070,-0.0641,0.0811,0.8300
5way_auc,dinov3_vits16,ft-frozen,gap,sam_vit_large,logreg,gap,0.8360,0.8255,0.0105,-0.0874,0.0963,0.8300
5way_auc,dinov3_vit7b16,ft-frozen,cls,dinov3_vits16,logreg,cls,0.8148,0.8275,-0.0127,-0.0921,0.0753,0.8300
5way_auc,cinema_pretrained,ft-full,cls,dinov3_vitb16,ft-frozen,gap,0.8982,0.9080,-0.0098,-0.0963,0.0620,0.8300
5way_auc,dinov3_vits16,ft-full,cls,dinov3_vits16,logreg,gap,0.8125,0.8280,-0.0155,-0.1242,0.1045,0.8400
5way_auc,dinov3_vits16,ft-full,cls,dinov3_vits16,logreg,cls,0.8125,0.8275,-0.0150,-0.1068,0.0962,0.8500
5way_auc,dinov3_vitl16,ft-frozen,gap,dinov3_vitl16,logreg,gap,0.8540,0.8500,0.0040,-0.0317,0.0375,0.8600
5way_auc,cinema_pretrained,logreg,cls,dinov3_vitb16,logreg,cls,0.8935,0.9020,-0.0085,-0.0700,0.0520,0.8800
5way_auc,dinov3_vit7b16,logreg,cls,dinov3_vitl16,ft-frozen,cls,0.8570,0.8615,-0.0045,-0.0601,0.0639,0.8800
5way_auc,sam_vit_huge,ft-frozen,gap,sam_vit_large,logreg,gap,0.8195,0.8255,-0.0060,-0.0573,0.0460,0.8900
5way_auc,sam_vit_huge,logreg,gap,sam_vit_large,logreg,gap,0.8200,0.8255,-0.0055,-0.0646,0.0525,0.8900
5way_auc,dinov3_vits16,logreg,gap,sam_vit_huge,logreg,gap,0.8280,0.8200,0.0080,-0.0862,0.0986,0.8900
5way_auc,dinov3_vitl16,ft-frozen,gap,sam_vit_base,ft-frozen,gap,0.8540,0.8605,-0.0065,-0.0738,0.0669,0.8900
5way_auc,cinema_pretrained,ft-frozen,gap,dinov3_vitb16,ft-frozen,cls,0.9000,0.9090,-0.0090,-0.0636,0.0437,0.9000
5way_auc,dinov3_vit7b16,ft-frozen,cls,sam_vit_large,logreg,gap,0.8148,0.8255,-0.0107,-0.1065,0.0891,0.9000
5way_auc,dinov3_vitl16,ft-frozen,cls,sam_vit_base,logreg,gap,0.8615,0.8605,0.0010,-0.0690,0.0772,0.9100
5way_auc,dinov3_vitl16,ft-frozen,cls,sam_vit_base,ft-frozen,gap,0.8615,0.8605,0.0010,-0.0688,0.0781,0.9100
5way_auc,cinema_pretrained,logreg,gap,dinov3_vitb16,logreg,gap,0.9055,0.9105,-0.0050,-0.0620,0.0521,0.9100
5way_auc,dinov3_vits16,ft-frozen,gap,sam_vit_large,ft-frozen,gap,0.8360,0.8405,-0.0045,-0.0875,0.0734,0.9100
5way_auc,dinov3_vits16,logreg,cls,sam_vit_huge,ft-frozen,gap,0.8275,0.8195,0.0080,-0.0790,0.0990,0.9100
5way_auc,dinov3_vits16,logreg,cls,sam_vit_huge,logreg,gap,0.8275,0.8200,0.0075,-0.0742,0.0960,0.9100
5way_auc,dinov3_vitl16,ft-frozen,gap,sam_vit_base,logreg,gap,0.8540,0.8605,-0.0065,-0.0683,0.0638,0.9100
5way_auc,dinov3_vit7b16,ft-frozen,gap,sam_vit_base,logreg,gap,0.8477,0.8605,-0.0128,-0.0950,0.0770,0.9200
5way_auc,cinema_pretrained,ft-full,cls,dinov3_vitb16,logreg,cls,0.8982,0.9020,-0.0038,-0.0995,0.0780,0.9200
5way_auc,dinov3_vit7b16,ft-frozen,gap,dinov3_vit7b16,logreg,cls,0.8477,0.8570,-0.0093,-0.0763,0.0662,0.9200
5way_auc,dinov3_vit7b16,logreg,cls,dinov3_vitl16,ft-frozen,gap,0.8570,0.8540,0.0030,-0.0554,0.0674,0.9300
5way_auc,dinov3_vit7b16,ft-frozen,gap,sam_vit_base,ft-frozen,gap,0.8477,0.8605,-0.0128,-0.0975,0.0711,0.9400
5way_auc,dinov3_vits16,logreg,gap,sam_vit_huge,ft-frozen,gap,0.8280,0.8195,0.0085,-0.0882,0.0995,0.9400
5way_auc,cinema_pretrained,ft-frozen,gap,cinema_pretrained,ft-full,cls,0.9000,0.8982,0.0018,-0.0675,0.0895,0.9600
5way_auc,cinema_pretrained,ft-full,cls,cinema_pretrained,logreg,cls,0.8982,0.8935,0.0047,-0.0853,0.0814,0.9700
5way_auc,dinov3_vit7b16,ft-frozen,cls,sam_vit_huge,ft-frozen,gap,0.8148,0.8195,-0.0047,-0.0993,0.0855,0.9800
5way_auc,cinema_pretrained,logreg,gap,dinov3_vitb16,ft-frozen,gap,0.9055,0.9080,-0.0025,-0.0611,0.0510,0.9800
5way_auc,dinov3_vits16,ft-frozen,cls,sam_vit_large,ft-frozen,gap,0.8420,0.8405,0.0015,-0.0898,0.0993,0.9800
5way_auc,dinov3_vits16,ft-full,cls,sam_vit_large,logreg,gap,0.8125,0.8255,-0.0130,-0.1057,0.0781,0.9800
5way_auc,dinov3_vits16,logreg,cls,sam_vit_large,logreg,gap,0.8275,0.8255,0.0020,-0.0948,0.1013,0.9900
5way_auc,dinov3_vits16,logreg,gap,sam_vit_large,logreg,gap,0.8280,0.8255,0.0025,-0.0946,0.0968,0.9900
5way_auc,dinov3_vits16,ft-full,cls,sam_vit_huge,ft-frozen,gap,0.8125,0.8195,-0.0070,-0.1111,0.1032,1.0000
5way_auc,sam_vit_huge,ft-frozen,gap,sam_vit_huge,logreg,gap,0.8195,0.8200,-0.0005,-0.0221,0.0196,1.0000
5way_auc,cinema_pretrained,logreg,gap,dinov3_vitb16,ft-frozen,cls,0.9055,0.9090,-0.0035,-0.0626,0.0503,1.0000
5way_auc,dinov3_vits16,ft-full,cls,sam_vit_huge,logreg,gap,0.8125,0.8200,-0.0075,-0.1144,0.1015,1.0000
5way_auc,dinov3_vitb16,ft-frozen,cls,dinov3_vitb16,ft-frozen,gap,0.9090,0.9080,0.0010,-0.0307,0.0279,1.0000
5way_auc,sam_vit_base,ft-frozen,gap,sam_vit_base,logreg,gap,0.8605,0.8605,0.0000,-0.0156,0.0139,1.0000
5way_auc,dinov3_vit7b16,ft-frozen,cls,dinov3_vits16,ft-full,cls,0.8148,0.8125,0.0023,-0.1109,0.1028,1.0000
5way_auc,dinov3_vit7b16,logreg,cls,sam_vit_base,logreg,gap,0.8570,0.8605,-0.0035,-0.0825,0.0731,1.0000
5way_auc,dinov3_vit7b16,logreg,cls,sam_vit_base,ft-frozen,gap,0.8570,0.8605,-0.0035,-0.0808,0.0689,1.0000
5way_auc,dinov3_vit7b16,ft-frozen,cls,sam_vit_huge,logreg,gap,0.8148,0.8200,-0.0052,-0.0997,0.0890,1.0000
5way_auc,cinema_pretrained,ft-frozen,gap,dinov3_vitb16,logreg,cls,0.9000,0.9020,-0.0020,-0.0582,0.0526,1.0000
5way_auc,dinov3_vit7b16,ft-frozen,gap,dinov3_vitl16,ft-frozen,gap,0.8477,0.8540,-0.0062,-0.0711,0.0715,1.0000
5way_auc,dinov3_vits16,logreg,cls,dinov3_vits16,logreg,gap,0.8275,0.8280,-0.0005,-0.0341,0.0293,1.0000
5way_auc,dinov3_vit7b16,logreg,gap,dinov3_vitl16,logreg,cls,0.8675,0.8675,0.0000,-0.0539,0.0619,1.0000
5way_auc,dinov3_vit7b16,ft-frozen,gap,dinov3_vitl16,logreg,gap,0.8477,0.8500,-0.0023,-0.0656,0.0670,1.0000
